po_id,po_line_id,vendor_id,category_id,region_id,order_date,ordered_amount,currency
PO00386,pol2,V108,CAT02, LATAM,2023-08-18,69390.37,USD
PO00387, POL1, V099,CAT01,LATAM,2023-03-29,37492.98,
PO00388,POL3 ,v187,CAT01,LATAM,2023-06-17,73694.54,USD
PO00389,POL3,V490,CAT10 ,latam,2024-05-11,26621.63, USD
PO00390,POL2 ,V110,cat08,APAC,2024-10-10,35555.55, USD
PO00391,POL3 ,V307,CAT04, EMEA,2024-11-27,50492.22,USD
PO00392,POL2,V441 , CAT01,NA,2024-04-25,80325.22,usd
PO00393,POL2 ,V171 ,cat08, EMEA,2023-08-07,22165.08,
PO00394,POL3,V096 ,CAT03,na,2023-03-23,80187.07, USD
PO00395,POL1,V396,cat06,EMEA,2023-12-04,48507.68,USD
PO00396,pol3,V227, CAT03,EMEA,2023-05-11,43283.19,usd
PO00397,POL2,V089,CAT03,apac,2024-07-02,49974.6, USD
PO00398,POL3 ,V221 ,CAT03 ,NA,2023-03-30,56635.91,
PO00399, POL3,V090,CAT02 ,LATAM,2024-01-02,93086.15,
PO00400, POL2,V415 ,CAT01 ,emea,2024-09-14,82293.63,usd
PO00401,POL1,v127,CAT03,na,2023-01-01,4939.5,usd
PO00402,POL3,V326,CAT02,APAC,2023-10-13,48010.55, USD
PO00403,POL3, V464,CAT09,APAC ,2023-07-16,78890.28,
PO00404,pol1,V142,CAT06 , LATAM,2024-02-20,98052.87, USD
PO00405,POL2 , V327,CAT02,EMEA,2024-10-17,16483.98, USD
PO00406, POL2, V319,CAT10, NA,2023-04-07,43882.11,usd
PO00407,POL1 ,V183,CAT09,na,2023-05-24,11847.23,usd
PO00408,POL1, V048,CAT09,NA,2024-08-30,68234.08,usd
PO00409,POL1,v197,CAT02, EMEA,2023-04-18,55084.01,USD
PO00410, POL2,V190,CAT03,LATAM,2024-12-28,25072.83,
PO00411,POL2,v434,CAT01, EMEA,2023-11-30,1528.44,
PO00412,POL3, V392,CAT01,EMEA,2024-12-12,18799.33, USD
PO00413,POL3,V190,cat06,emea,2023-05-01,39592.61,USD
PO00414,pol3,V328,CAT10,LATAM,2024-11-25,15966.46,usd
PO00415,POL1,V470 ,CAT04,na,2024-02-01,74728.39,usd
PO00416,POL2,V054,CAT03,APAC,2023-08-05,22957.18,USD
PO00417,POL2,v190,CAT10,APAC,2024-09-10,26545.62, USD
PO00418, POL1,V435 ,CAT07,LATAM,2024-12-19,16116.75,usd
PO00419,POL3,v082,CAT05, LATAM,2023-10-21,52430.1,
PO00420,POL1,V399 , CAT08,LATAM,2023-12-15,81173.57,USD
PO00421,POL2,v473, CAT01,NA,2023-03-29,59822.09,USD
PO00422,POL1, V369, CAT06,emea,2024-11-26,51903.17,USD
PO00423,POL1,V174,CAT10,NA ,2023-06-15,76231.31,
PO00424,POL1,v358,cat06,EMEA,2024-07-12,76887.26,
PO00425,pol3,V066, CAT01,NA,2023-12-13,88731.93,
PO00426,POL3,V296 ,CAT05,APAC,2024-12-14,13637.87, USD
PO00427,POL1,V383 , CAT02,NA,2024-06-14,72468.31,usd
PO00428,POL2 ,V104,CAT10,EMEA ,2024-07-31,43266.07,
PO00429,POL1,v387,CAT02 ,LATAM,2023-03-18,1789.99, USD
PO00430,POL1 ,V473 ,CAT09,APAC,2023-07-18,52225.0,usd
PO00431,pol1,V053,cat10,NA,2023-01-05,71340.57, USD
PO00432, POL3,V081,CAT07,apac,2024-05-28,70064.01, USD
PO00433,pol2,v331, CAT04, APAC,2024-09-05,56596.12,USD
PO00434, POL2,V487,CAT07,APAC,2024-06-13,36131.05,USD
PO00435,POL3,V281 ,CAT04 ,LATAM,2023-03-26,63625.43,USD
PO00436,POL3,V139,CAT06,EMEA,2024-05-24,7863.47,USD
PO00437,POL2 ,V147 ,cat05,EMEA,2024-09-28,87737.84,
PO00438,POL3, V257,CAT09 ,NA,2023-04-14,11732.0,USD
PO00439,pol1,v343,CAT01,EMEA,2023-05-03,23336.01,USD
PO00440,POL2 ,V402,CAT06 ,APAC ,2024-12-19,23414.88,USD
PO00441,POL2,V276,CAT07,APAC,2023-12-01,23817.73, USD
PO00442,POL2 , V241,CAT02,NA,2024-09-13,86821.53,usd
PO00443,POL3,V316,cat09,LATAM,2024-11-12,72362.98,USD
PO00444,pol2,V280,CAT04,NA ,2024-06-06,51198.79,
PO00445, POL1,V213,CAT01,LATAM,2024-04-02,24157.09,usd
PO00446, POL1,V115,CAT05,EMEA,2023-05-27,63498.61,USD
PO00447,POL3,V043, CAT04,emea,2023-09-27,,USD
PO00448,POL3,V264,CAT09,APAC,2024-06-24,27656.88,
PO00449,POL1, V237,CAT04,emea,2023-08-04,55923.59,usd
PO00450,POL2, V012, CAT07, APAC,2023-10-24,11499.6, USD
PO00451,pol1,V243,CAT06,,2023-08-29,66500.12,
PO00452,POL1,V242,CAT03 , EMEA,2023-02-24,6792.03,
PO00453,POL3,V426,CAT01 , APAC,2024-10-05,68293.45, USD
PO00454,POL3,v141,CAT04,NA,2024-02-24,61853.22, USD
PO00455, POL2,V418,cat07,EMEA,2024-04-26,63073.87,usd
PO00456,POL3,V463,CAT09,LATAM,2023-10-31,22583.57,USD
PO00457,POL2,V459,cat08,NA,2023-03-08,69790.95,
PO00458, POL3,V141,cat01,LATAM,2024-02-09,20170.88, USD
PO00459,POL1,V068 ,CAT06,NA ,2024-05-15,37418.15, USD
PO00460,POL3,V204,cat10,APAC,2023-04-29,39813.65, USD
PO00461,POL2,V394,CAT04,LATAM,2023-05-10,88586.96, USD
PO00462,POL1 ,V227 ,cat06,NA,2023-08-30,13549.88,usd
PO00463,POL3, V329,CAT04,NA ,2024-08-30,4558.17,usd
PO00464,POL2,V384, CAT09,EMEA,2024-06-20,59646.67,USD
PO00465,POL2,V325,CAT04,emea,2024-07-15,54977.9,usd
PO00466,pol2,V360,CAT01,APAC,2024-09-18,98106.84,
PO00467,POL3,V208,CAT02,NA,2023-04-15,13461.74,USD
PO00468,POL2,v098,cat09,NA,2023-08-08,82876.33, USD
PO00469, POL3,V072,CAT08,NA,2024-12-25,12757.83,usd
PO00470,POL3,V441,CAT08,APAC,2024-09-09,20528.21, USD
PO00471, POL3, V461,CAT07,LATAM,2024-10-03,65482.45,USD
PO00472,pol3,V203 ,CAT10,APAC,2024-08-28,9925.72, USD
PO00473,POL2,V259,cat07, LATAM,2024-05-25,63751.46,
PO00474,POL2 ,V342,CAT08,NA,2024-09-18,19157.15,USD
PO00475,POL3,v212,CAT03,EMEA,2024-02-04,38217.79,
PO00476,POL2,v368,CAT02, LATAM,2024-06-27,36557.45,
PO00477,POL2,v046,CAT10,EMEA,2024-06-28,18957.3,usd
PO00478,POL1 ,V345,cat07,APAC,2024-05-08,25600.41,usd
PO00479,pol1, V456,CAT09,NA ,2024-06-08,97640.53,usd
PO00480,POL3,V169, CAT02, LATAM,2024-09-23,32416.19, USD
PO00481,POL2,v017,CAT08 ,EMEA ,2024-09-12,69790.79,USD
PO00482,POL3,V056,CAT03,apac,2024-05-22,57523.21, USD
PO00483,POL1,V396,CAT05,EMEA ,2023-07-01,18138.05,USD
PO00484,POL1 , V206,CAT01,LATAM,2023-10-09,18574.6,usd
PO00485,POL3,V291,CAT02,LATAM,2023-07-21,54824.33,
PO00486, POL1,,CAT03 ,LATAM ,2024-05-19,11462.69, USD
PO00487,POL3, V042,CAT02,LATAM,2023-05-09,33463.4,USD
PO00488,POL1 , V140,cat08,apac,2023-11-14,67598.97,USD
PO00489,POL3,v244,CAT01,EMEA,2024-12-11,52171.12,usd
PO00490,POL1,V427, CAT09,LATAM,2024-10-16,17106.49,USD
PO00491,POL1,V106 ,CAT05,EMEA,2024-12-09,27597.9, USD
PO00492,POL1,V274 ,CAT10,LATAM,2023-08-05,13701.85, USD
PO00493,POL3,V024,CAT06 ,LATAM,2024-03-20,82536.07,usd
PO00494, POL1,V409,cat05,NA,2024-04-22,43809.27,USD
PO00495,POL3 ,V373,CAT09,NA,2023-12-11,6172.05, USD
PO00496,POL2 ,V443,CAT05,APAC,2023-05-10,55909.14,
PO00497,POL2,V111 ,cat04,LATAM ,2023-07-27,30618.23,USD
PO00498,POL3 ,V466,CAT06,EMEA,2024-01-11,43506.27,usd
PO00499,POL1,V206 ,CAT08,LATAM,2024-03-01,52553.25,usd
PO00500,POL1,V297, CAT03,LATAM ,2023-09-05,19159.77,USD
PO00501,POL3,V340,CAT02, LATAM,2024-04-23,83595.58,USD
PO00502,POL3,V013 ,cat09,NA,2023-04-13,60340.99, USD
PO00503,POL1, V336,cat07,NA,2023-01-17,,
PO00504,POL2, V458,CAT05,emea,2024-11-10,89434.33, USD
PO00505,POL2,v272,cat10,APAC ,2024-10-11,26471.01, USD
PO00506,POL3,V437,CAT05,APAC,2024-12-05,4132.62,
PO00507,pol2,V207,CAT09,NA,2024-06-07,38620.62,
PO00508, POL2,V383, CAT01,LATAM,2024-11-28,45390.98,
PO00509,pol1,V309 ,CAT08,APAC,2024-07-31,59219.2, USD
PO00510,pol1,V074,CAT06,LATAM,2024-03-29,55912.68, USD
PO00511, POL1,V395, CAT04,NA,2023-07-15,69709.93,
PO00512,pol1,V459 ,CAT07,LATAM,2023-07-27,91829.57, USD
PO00513,POL3 , V155,CAT09, EMEA,2023-12-17,73946.16,USD
PO00514,pol2, V031,CAT05,NA,2024-03-03,63005.82,usd
PO00515,POL2,V039,CAT06 ,APAC,2023-03-18,63365.86,USD
PO00516,POL3,V245,CAT08, NA,2023-07-18,95789.55,usd
PO00517,POL2,V050,CAT02,NA,2024-10-12,51838.95,
PO00518,POL3,V052,CAT08,EMEA,2024-11-12,57695.4,usd
PO00519,POL3,V196 ,CAT05,EMEA ,2023-01-10,82855.21,
PO00520,pol1,V404,cat08,APAC,2024-06-29,30029.83,
PO00521,POL2,V360,CAT03, EMEA,2023-12-08,39171.38,
PO00522,pol1, V254,CAT10,apac,2023-05-25,81942.13,usd
PO00523,pol3,V401,CAT05,NA,2023-10-26,43606.79,
PO00524,POL3,V350,CAT02, APAC,2024-05-24,13138.64, USD
PO00525,pol1, V419,CAT03,EMEA,2023-03-20,11079.28, USD
PO00526,POL2 ,V156,CAT01,EMEA,2024-08-12,76221.13,usd
PO00527,POL2 ,V445,cat10,APAC,2024-01-19,33606.09,usd
PO00528,POL3,V285,CAT03 ,,2023-08-23,69676.8,USD
PO00529,pol3, V149,cat01,LATAM,2023-12-25,37223.52,
PO00530,POL3,V431,cat09,EMEA,2023-08-04,89054.23, USD
PO00531,POL3, V324,CAT05,latam,2023-02-15,50979.41,
PO00532,POL3,V466,cat02,APAC,2024-04-11,90901.94,USD
PO00533,pol3,V039,cat05,APAC,2024-04-05,56086.31, USD
PO00534, POL2,v110,CAT03,LATAM ,2023-05-14,90771.48,USD
PO00535,POL2,v435,CAT08 ,APAC ,2023-05-03,5218.26, USD
PO00536,POL1,v195, CAT07,APAC,2024-06-10,99474.59,
PO00537,POL2, V097,CAT06,EMEA,2024-04-22,70659.34,
PO00538,POL3,V284,CAT05 ,NA,2023-04-19,63288.49,usd
PO00539,POL3,v020,cat09,APAC,2024-01-22,28178.4,
PO00540,POL3 ,V155, CAT08,NA,2024-11-09,5382.69, USD
PO00541,pol1,V337,cat10,APAC,2023-07-20,86047.1, USD
PO00542,POL3,V401 ,CAT03,EMEA,2023-10-27,67155.91,USD
PO00543,pol3, V087,CAT07 , LATAM,2023-11-17,44789.3,usd
PO00544,POL3,V061,CAT01,NA ,2024-10-23,54308.71,USD
PO00545,POL1,V039,CAT02,NA ,2024-05-13,40365.51,usd
PO00546, POL3,V472 ,CAT05,APAC ,2024-06-09,62879.97,USD
PO00547,POL1,V027, CAT03,APAC,2023-09-29,84651.62,USD
PO00548,POL1 , V222,CAT09,APAC,2024-06-09,35666.02,USD
PO00549,pol3,V199, CAT09,emea,2023-08-25,24435.93, USD
PO00550,POL2,V130 , CAT10, NA,2024-08-04,,USD
PO00551,POL1, V086,CAT09, NA,2024-08-03,27644.29,
PO00552,POL3,V388, CAT09, LATAM,2024-12-22,94808.29,
PO00553,pol2,V160,CAT06 ,LATAM,2024-04-27,16020.84, USD
PO00554,POL3,V072 ,CAT07,NA,2023-10-24,85388.63,
PO00555,POL2,V250,cat07,LATAM,2023-05-01,3555.71, USD
PO00556,pol3,V479,CAT07,na,2023-08-09,70530.64,usd
PO00557,POL2,V278,CAT04 ,NA,2024-01-08,50556.6,usd
PO00558,POL1,V142 ,CAT08,EMEA,2023-08-27,64664.66,usd
PO00559,POL2,V219 ,CAT01 ,NA,2023-05-06,19346.3,USD
PO00560, POL1,V260,CAT04,LATAM,2024-12-30,92247.33,USD
PO00561,POL1,V114,CAT05, EMEA,2023-05-14,52260.15, USD
PO00562,POL1,V190,cat03,NA,2023-07-13,76146.29, USD
PO00563,POL3 ,v359,CAT04,NA,2024-11-28,77618.65,USD
PO00564,POL2,V232,CAT07,LATAM,2023-09-24,24421.16,
PO00565, POL1,V470 ,cat02,NA,2024-02-22,63609.51,
PO00566,POL1,V187 ,CAT07,NA,2024-10-10,61554.0, USD
PO00567,POL3, V454,CAT07, APAC,2024-09-05,49576.56, USD
PO00568, POL3,V230,CAT10,EMEA,2023-06-21,71760.61,
PO00569,POL2 ,v234,CAT05,LATAM,2024-07-31,34701.18, USD
PO00570,POL1 ,V069 ,CAT10,NA,2024-05-17,44652.43,
PO00571,pol2,V208 ,CAT01,NA,2024-06-08,6887.47,
PO00572,POL1,v196,CAT07,EMEA,2023-08-20,64492.37,
PO00573,pol3,V012,CAT10 ,APAC,2024-03-29,87701.89,usd
PO00574,POL1,V151,CAT06,EMEA,2023-02-20,71022.77,USD
PO00575,pol2,V472,CAT04,APAC,2023-03-15,84688.27, USD
PO00576, POL3,,CAT08,APAC,2023-05-15,81793.35, USD
PO00577,POL3,v194, CAT05,EMEA,2023-10-14,36130.54, USD
PO00578,POL3,V441,CAT08,APAC ,2024-05-16,11320.5,
PO00579,POL1,v404,CAT03,LATAM,2023-05-03,94984.21,usd
PO00580,POL3,V399,CAT06,NA,2023-03-03,32197.14,usd
PO00581,POL2,V002,CAT03,NA,2023-04-05,, USD
PO00582,POL2,V211,cat09,EMEA,2023-02-18,94960.55,
PO00583, POL3,V031,CAT04,emea,2023-08-18,63872.69,
PO00584,POL3, V389,cat04,EMEA,2024-06-05,4926.3,usd
PO00585,pol3,v275,CAT07,APAC,2023-09-05,27444.67,
PO00586, POL1,V209,CAT07,NA,2024-10-25,58161.69, USD
PO00587, POL3,V369 ,CAT01,APAC ,2023-08-09,57431.46,
PO00588,pol1, V446,cat09,EMEA,2023-08-14,71534.33,
PO00589,POL3,V072,CAT02,EMEA ,2023-03-27,12442.98, USD
PO00590,pol1,V076,CAT08,NA,2023-03-24,30013.64,
PO00591,POL2 ,V080, CAT05,LATAM,2023-06-10,2974.93, USD
PO00592, POL3,V143,CAT06,APAC,2024-08-26,28047.4,USD
PO00593,POL1,V080 , CAT07,LATAM ,2024-04-04,69545.6,usd
PO00594,POL2,V311 ,CAT08,apac,2024-09-13,85186.81, USD
PO00595,POL2,V017,CAT05, LATAM,2024-04-24,32366.56,
PO00596,POL2,V020,CAT10,na,2024-10-23,85222.59,usd
PO00597,pol3,V138,cat07,EMEA,2023-09-17,10258.27,USD
PO00598,POL3,V060,CAT06 ,NA ,2023-09-19,11950.2,
PO00599,POL1, V053,cat04,NA,2023-12-14,66060.58, USD
PO00600,pol2,V178,cat05,apac,2023-06-27,28301.92,
PO00601,POL2,V437 ,CAT01 ,emea,2024-05-12,,USD
PO00602,POL1,V100, CAT10,APAC,2024-10-13,21011.99,USD
PO00603,POL2, V484,cat09,apac,2024-03-14,45131.24,usd
PO00604,POL2,V085,CAT06,LATAM,2024-11-14,98878.07,USD
PO00605,POL2,V304,CAT09 ,APAC,2024-09-09,78034.04,USD
PO00606,POL3,v004, CAT10, NA,2024-02-27,84463.65,usd
PO00607,POL3,V149,CAT01,LATAM ,2024-01-27,41184.08,usd
PO00608,POL1,v480, CAT06,EMEA,2024-12-02,20464.53,
PO00609,POL2,V285,CAT09,NA ,2023-07-07,20218.07,usd
PO00610, POL2, V389,CAT03,APAC,2024-11-01,4986.9,usd
PO00611,POL2 ,V015,CAT02 ,NA,2023-11-08,89884.73,usd
PO00612,POL2,V009,CAT04,LATAM,2023-06-03,83421.44,USD
PO00613,pol1,V459, CAT04,latam,2024-06-04,17189.61,
PO00614,POL1,V148,cat10,emea,2023-06-30,55428.72, USD
PO00615,POL2 ,V483 ,CAT05,APAC,2023-07-27,45409.57, USD
PO00616,pol3,V040,CAT05,EMEA,2024-05-15,26456.71,USD
PO00617, POL1,V389,CAT03 ,APAC,2024-03-22,53231.67,usd
PO00618,POL2 ,V262,CAT06,APAC,2024-02-16,73983.32, USD
PO00619, POL1,V477 ,cat07,NA,2023-08-13,12766.25,usd
PO00620,POL1,V241,CAT05,LATAM,2024-04-04,11376.25,
PO00621,pol1,V233,cat05, NA,2024-06-07,28267.75,
PO00622,pol3, V066,CAT08,latam,2024-07-09,29856.18,
PO00623,POL3 ,V044,CAT07, LATAM,2023-09-13,8297.47,
PO00624,POL2, V285,CAT08,EMEA ,2023-04-01,29566.77, USD
PO00625, POL2,V012,CAT09,LATAM,2023-08-17,87520.08,USD
PO00626,POL1,V177,CAT05, LATAM,2023-02-07,,
PO00627, POL3,V329,CAT01,LATAM,2024-03-15,5560.36,USD
PO00628,pol3,v345,CAT02, LATAM,2024-03-07,11676.63,
PO00629,POL3,V286,CAT10 ,APAC,2024-05-10,16223.67,USD
PO00630,POL1, V342,CAT05,EMEA,2023-04-16,16465.28,
PO00631,POL3,V422,CAT09,latam,2023-05-26,29169.27,usd
PO00632,POL1,V464 ,CAT04,LATAM,2024-10-10,5022.81,
PO00633,POL1, V477, CAT05,EMEA ,2023-07-28,40868.07,
PO00634,POL3,V421,CAT09 ,EMEA,2024-12-10,23557.77, USD
PO00635, POL2,,CAT09,APAC ,2024-05-14,,USD
PO00636,POL2 ,V170 ,CAT08,EMEA ,2024-06-28,94057.99,
PO00637,POL2,V469 ,CAT03,NA,2024-02-24,58572.65,usd
PO00638,POL2 ,V304,CAT02,APAC,2024-07-21,84994.5,usd
PO00639,POL1,,CAT06,LATAM,2024-07-31,61375.87,
PO00640,POL1,V143,CAT10,NA,2023-09-14,16780.75,
PO00641,POL3,V001, CAT09,EMEA,2023-08-18,85467.28,
PO00642,POL2 ,V494,CAT05 ,APAC,2023-07-25,82007.9,USD
PO00643,POL1,V026 ,CAT07,EMEA,2024-07-29,14735.57,usd
PO00644, POL2,V458, CAT03,NA,2023-07-16,64120.51, USD
PO00645,POL1 ,V411,CAT05 , LATAM,2024-03-14,8390.44,USD
PO00646, POL3,V194,CAT05,NA,2024-12-25,79768.45, USD
PO00647,POL1,v199,CAT08,NA,2023-09-26,78648.38,USD
PO00648,POL1,V124,CAT01,NA ,2024-11-13,79581.57,usd
PO00649, POL1,V140,CAT04,NA ,2023-12-31,6122.57,
PO00650,POL3, V043,CAT04,APAC ,2024-11-08,13691.11, USD
PO00651,POL3, V228,cat05,NA,2023-11-15,69469.16,USD
PO00652,POL2 ,V215,CAT09,LATAM,2024-12-19,21912.51,
PO00653,POL2,V154,CAT05,LATAM,2024-07-10,26745.67,usd
PO00654,POL3, V030, CAT01,LATAM ,2023-06-04,95387.25,usd
PO00655,POL2,V326 , CAT02,APAC,2024-03-30,11915.31,
PO00656,pol3,v100,CAT02,apac,2023-09-08,54624.99,
PO00657,POL2,V316,CAT02 ,APAC,2024-10-09,60455.25,
PO00658, POL2,V314 ,CAT03, LATAM,2024-09-03,61520.66,USD
PO00659,POL1,V138,CAT09 ,APAC,2024-01-06,5308.83, USD
PO00660,pol2, V429,CAT05,LATAM,2023-09-22,98358.76,usd
PO00661,POL1,V166,CAT09,,2024-07-16,68829.08,USD
PO00662,POL2 ,V005,cat08,APAC,2024-11-16,45788.69,
PO00663,POL2, V095,CAT01 ,NA,2024-10-28,26312.19, USD
PO00664,pol2, V462,CAT01,EMEA,2023-04-12,64156.71,usd
PO00665,POL2 ,V155,CAT06,APAC,2024-02-29,6607.68,usd
PO00666, POL2,v017, CAT01, APAC,2024-02-12,51517.16,usd
PO00667,POL3,V364, CAT07,NA,2023-04-07,,USD
PO00668,POL3 , V369,CAT08 ,LATAM,2023-10-12,88620.39,USD
PO00669,POL3,V483,CAT04 , LATAM,2024-07-30,28047.34,USD
PO00670,pol2,V056 ,CAT08,EMEA,2024-06-15,4555.54,USD
PO00671,POL3,V162,CAT08,latam,2024-05-02,78139.55,
PO00672,pol1,V490,CAT05,LATAM,2024-12-13,36834.84,
PO00673, POL2,v197,CAT08,NA,2023-04-10,56117.08,USD
PO00674,POL3,V289,CAT04,LATAM,2023-01-28,27265.66,
PO00675,POL2 ,V084 ,CAT08 ,NA,2024-06-11,29249.11, USD
PO00676, POL3,V232,CAT03,NA ,2023-06-16,48015.6,
PO00677,POL3, V110,CAT04,NA,2024-09-25,21477.78,USD
PO00678,pol3,V318, CAT07,NA ,2024-03-19,25716.56,usd
PO00679,pol1, V308,CAT07,apac,2024-06-01,61626.46,usd
PO00680,POL2,V477,CAT09 , EMEA,2024-10-16,16064.18,usd
PO00681,pol2,V165,CAT05,LATAM,2023-06-01,30495.55,usd
PO00682,POL1, V072, CAT10,NA,2024-09-26,37755.54,usd
PO00683,pol3,V024,cat09,latam,2023-05-11,75818.97, USD
PO00684,POL2,v072, CAT10,LATAM,2023-11-15,7520.78,
PO00685,POL1,V095,CAT07,LATAM,2024-10-26,76995.48,usd
PO00686,POL1,v317,cat10,LATAM,2023-12-23,1443.92,
PO00687,POL3,V081 ,CAT06,APAC ,2024-09-03,96537.91,USD
PO00688,pol1, V488,cat10,na,2023-03-03,13819.58,usd
PO00689,POL3,V425 ,CAT05, APAC,2024-08-24,23787.03, USD
PO00690, POL3,V045,cat09,NA,2023-10-02,84439.96,
PO00691,POL3 ,V475,CAT02 ,LATAM,2024-04-25,59736.11,USD
PO00692,POL3,V184, CAT04,APAC,2023-06-02,3016.57,USD
PO00693,pol2,v091,cat02, APAC,2023-04-21,45117.53, USD
PO00694,POL3 ,V310, CAT10,LATAM ,2023-12-17,,usd
PO00695,POL1, V428, CAT02,LATAM,2023-12-19,45119.73,
PO00696, POL3,V065,CAT05 ,NA,2024-01-21,73694.84,USD
PO00697,POL2,V017,CAT07,EMEA,2023-08-31,4539.74,usd
PO00698,POL1, V430,CAT07,apac,2023-05-25,74863.49,USD
PO00699,POL2 ,V257,CAT08,LATAM ,2024-12-14,74350.16,usd
PO00700,POL1,V400 ,CAT01,apac,2023-12-12,27163.67, USD
PO00701,POL3 ,V004,CAT01,LATAM,2023-06-01,9964.73,usd
PO00702,pol3,V215,CAT01,APAC,2024-01-18,47201.36, USD
PO00703,POL2, V025,CAT07,APAC,2024-06-05,89233.45,usd
PO00704, POL1,V330 ,CAT10,APAC,2024-12-31,72052.49,usd
PO00705,POL3 ,V317,CAT09,EMEA,2024-12-01,99689.67,usd
PO00706,POL2,V250,CAT08,latam,2024-05-27,41154.52,USD
PO00707,POL3,V002, CAT06,LATAM ,2024-06-10,51824.21, USD
PO00708, POL1,V095,CAT06,NA,2024-01-10,59800.68,
PO00709,POL3,v175,CAT01,APAC,2024-10-25,19711.75,usd
PO00710, POL2,V075 ,CAT07, NA,2024-06-06,77147.25,USD
PO00711,POL1,V193, CAT01,LATAM,2023-05-14,63745.33,USD
PO00712,POL2,V144,cat08,EMEA,2023-03-07,43872.53,USD
PO00713,pol3,V264 ,CAT10,EMEA ,2023-05-26,25298.73,usd
PO00714,POL3,V497,CAT09,EMEA,2024-11-04,,usd
PO00715,pol2,V373,cat03,LATAM,2023-10-23,60744.76,USD
PO00716, POL2, V416,CAT05,APAC,2023-03-02,,USD
PO00717,POL2,V001, CAT07, NA,2023-05-27,16300.54,usd
PO00718, POL2, V177,CAT07,APAC,2023-08-06,53465.3,USD
PO00719,pol3,V070, CAT10, EMEA,2024-05-28,58950.97,
PO00720,POL3,V493,CAT02 ,LATAM,2023-04-28,76336.79,USD
PO00721,POL1,V240,CAT03, LATAM,2023-09-14,26979.62,usd
PO00722,pol2,V274 , CAT04,EMEA,2023-01-23,95226.93,
PO00723,POL3,v170,cat01,LATAM,2024-11-11,14374.45, USD
PO00724,POL3, V376,CAT10, NA,2023-09-14,53314.95,USD
PO00725,POL2,V228,CAT05 ,latam,2024-09-25,36071.16,usd
PO00726,POL3,V061,CAT05 ,NA,2023-02-18,22149.62,usd
PO00727,POL1,V181,CAT02,NA,2024-09-02,39113.95,
PO00728,POL3,V359,CAT07 ,NA,2024-07-02,35424.24, USD
PO00729,POL3,v344,CAT10,LATAM,2024-04-21,56811.91,USD
PO00730,POL3,V220,CAT07 ,NA ,2023-08-29,91456.23,usd
PO00731,POL2,V220 ,CAT04,apac,2023-03-30,,usd
PO00732,pol2,V091,CAT10,NA,2023-08-21,29275.1,USD
PO00733,pol3,V459,cat03, APAC,2023-07-26,84408.76,usd
PO00734,POL2,V065,cat02,APAC,2023-04-21,30144.09, USD
PO00735,POL2,V082,cat04,NA ,2024-11-10,70775.8,
PO00736,POL3,v359,CAT09, EMEA,2023-06-07,52533.53,USD
PO00737,POL2,V281,CAT08,NA,2024-11-17,32512.77,USD
PO00738,pol2,V038, CAT02, NA,2023-12-10,1609.94,USD
PO00739,POL3, V031,CAT06,NA,2024-02-29,2945.7,usd
PO00740,POL3,v036,CAT01, NA,2024-12-20,58083.04,
PO00741,POL3 ,V245, CAT09, LATAM,2024-07-20,94682.43,usd
PO00742,POL2,v475,CAT01,NA,2023-01-04,20327.29,usd
PO00743,POL1 ,V323,CAT02, LATAM,2024-08-24,88113.17,USD
PO00744,POL2 , V219,CAT06,EMEA,2024-01-29,77547.79,usd
PO00745,POL2,V070,cat10,emea,2023-09-04,25868.35,
PO00746, POL3,V249 ,CAT08,APAC,2024-11-01,67568.63,
PO00747,POL3,V300,CAT01,EMEA,2023-09-18,27977.0, USD
PO00748, POL2,V071,CAT06 , EMEA,2024-05-29,68178.98,usd
PO00749, POL2,V265,CAT04,LATAM,2024-09-11,80864.53,
PO00750,POL2, V263, CAT02,APAC,2023-08-31,47958.02,usd
PO00751,POL1,V467,CAT07 ,APAC,2024-03-01,72842.99, USD
PO00752,POL1,V147,CAT08 , NA,2023-12-15,48096.91,
PO00753,POL1,V160,CAT08,EMEA,2024-08-12,, USD
PO00754, POL2, V015,cat07,APAC,2023-10-27,7955.08, USD
PO00755,POL3,V233,CAT04,APAC,2024-01-17,5487.44,
PO00756,POL1,V466,CAT08 ,EMEA,2024-10-04,30170.83,USD
PO00757,POL2 ,V276,CAT02 , LATAM,2024-12-18,50737.86,usd
PO00758,pol1,V077,CAT01 ,EMEA,2024-11-15,67032.01,
PO00759,pol2, V358,,APAC,2023-12-24,60701.0, USD
PO00760,POL3,V133,CAT03,APAC,2024-04-26,55289.22,USD
PO00761,POL1,V338,CAT10,LATAM,2023-01-03,88139.88,
PO00762, POL2, V195, CAT07,,2023-03-24,68972.01,
PO00763,POL3,V065,cat02,emea,2024-11-09,62293.88,USD
PO00764,pol2,V494 ,CAT01,APAC ,2024-04-17,31570.43,
PO00765,POL2,V053,CAT02,EMEA ,2023-06-19,27782.06,
PO00766,POL3,v104,CAT06,LATAM,2024-04-28,81756.77,usd
PO00767,POL3,V212,CAT08,EMEA ,2024-06-05,21777.64, USD
PO00768,POL2, V452,CAT01,APAC,2023-12-28,6818.06, USD
PO00769,POL2 ,V471,CAT05,LATAM,2023-08-05,25562.13, USD
PO00770,POL1,V049 ,CAT01,latam,2024-08-10,23746.77,usd
PO00771,POL2,V342,CAT09,LATAM,2024-06-25,77291.32,USD
